;eid;doi;pii;pubmed_id;title;subtype;subtypeDescription;creator;afid;affilname;affiliation_city;affiliation_country;author_count;author_names;author_ids;author_afids;coverDate;coverDisplayDate;publicationName;issn;source_id;eIssn;aggregationType;volume;issueIdentifier;article_number;pageRange;description;authkeywords;citedby_count;openaccess;freetoread;freetoreadLabel;fund_acr;fund_no;fund_sponsor
643;2-s2.0-85010204664;10.1016/j.mrgentox.2016.11.007;S138357181630136X;28010926;Increased methylation of repetitive elements and DNA repair genes is associated with higher DNA oxidation in children in an urbanized, industrial environment;ar;Article;Alvarado-Cruz I.;"60032499;60022420;60017323;60014923";"Harvard T.H. Chan School of Public Health;Instituto Nacional de Salud Pública. México;Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional;Universidad Autónoma Metropolitana";"Boston;Cuernavaca;Mexico City;Mexico City";"United States;Mexico;Mexico;Mexico";10;"Alvarado-Cruz, Isabel;Sánchez-Guerra, Marco;Hernández-Cadena, Leticia;De Vizcaya-Ruiz, Andrea;Mugica, Violeta;Pelallo-Martínez, Nadia Azenet;Solís-Heredia, María de Jesús;Byun, Hyang Min;Baccarelli, Andrea;Quintanilla-Vega, Betzabet";"57193025853;54795808000;6506114959;8977379200;57204835583;37104826200;8501860600;54790542900;6701800739;6602468304";"60017323;60017323;60022420;60017323;60014923;60017323;60017323;60032499;60032499;60017323";2017-01-01;1 January 2017;Mutation Research - Genetic Toxicology and Environmental Mutagenesis;13835718;18968;18793592;Journal;813;;;27-36;"DNA methylation in DNA repair genes participates in the DNA damage regulation. Particulate matter (PM), which has metals and polycyclic aromatic hydrocarbons (PAHs) adsorbed, among others has been linked to adverse health outcomes and may modify DNA methylation. To evaluate PM exposure impact on repetitive elements and gene-specific DNA methylation and DNA damage, we conducted a cross-sectional study in 150 schoolchildren (7–10 years old) from an urbanized, industrial area of the metropolitan area of Mexico City (MAMC), which frequently exhibits PM concentrations above safety standards. Methylation (5 mC) of long interspersed nuclear element-1 (LINE1) and DNA repair gene (OGG1, APEX, and PARP1) was assessed by pyrosequencing in peripheral mononuclear cells, DNA damage by comet assay and DNA oxidation by 8-OHdG content. PAH and metal contents in PM10 (≤10 μm aerodynamic diameter) were determined by HPLC–MS and ICP-AES, respectively. Multiple regression analysis between DNA methylation, DNA damage, and PM10 exposure showed that PM10 was significantly associated with oxidative DNA damage; a 1% increase in 5 mC at all CpG sites in PARP1 promoter was associated with a 35% increase in 8-OHdG, while a 1% increase at 1, 2, and 3 CpG sites resulted in 38, 9, and 56% increments, respectively. An increase of 10 pg/m3 in benzo[b]fluoranthene content of PM10 was associated with a 6% increase in LINE1 methylation. Acenaphthene, indene [1,2,3-cd] pyrene, and pyrene concentrations correlated with higher dinucleotide methylation in OGG1, APEX and PARP1 genes, respectively. Vanadium concentration correlated with increased methylation at selected APEX and PARP1 CpG sites. DNA repair gene methylation was significantly correlated with DNA damage and with specific PM10-associated PAHs and Vanadium. Data suggest that exposure to PM and its components are associated with differences in DNA methylation of repair genes in children, which may contribute to DNA damage.";Children's health | DNA methylation | DNA repair | Genetic damage | PM exposure;38;0;;;NIEHS;155179;National Institute of Environmental Health Sciences
644;2-s2.0-85087355973;10.29267/mxjb.2016.1.2.1;;;Phytotoxic evaluation of liquid digestates obtained from anaerobic co-digestion of agricultural and livestock waste;ar;Article;Bustos-Barrera E.E.;"60019176;60014923";"Instituto Politécnico Nacional;Universidad Autónoma Metropolitana";"Mexico City;Mexico City";"Mexico;Mexico";4;"Bustos-Barrera, Edgar Esteban;Solís-Oba, María Myrna;Chicatto-Gasperín, Vanesa;Solís-Oba, Aida";"57217529804;8373985300;57217531700;55519878000";"60019176;60019176;60019176;60014923";2016-12-01;1 December 2016;Mexican Journal of Biotechnology;;21101000287;24486590;Journal;1;2;;1-7;"The improper disposal of organic wastes is an environmental problem. An alternative to this problems is to use the combined anaerobic digestion (co-AD), in which organic matter is degraded by microorganisms to produce biogas and digestate, which can be used as fertilizer. Digestate comprises a liquid fraction (biol) and a solid one. In this work the phytotoxicity of bioles obtained from different conditions of co-AD was evaluated. Four batch type biodigesters tratments and a control were prepared, all at 70% capacity, 10% solids dry basis, retention time of 60 days and mesophilic temperature conditions. The treatments consisted in 80% residue of vegetables and 20% pig manure, a group of digesters was adjusted to initial pH 6 and another initial pH 8, and with or without adjusting the Carbon:Nitrogen ratio to 20:1. PH was monitored during the process. Phytotoxicity test was done through germination index (GI). GI was calculated to the bioles of weeks 3, 6 and 8 of the process of co-DA. Six bioles obtained in different weeks were not phytotoxic, the bioles obtained from co-DA where the initial pH was adjusted to 8 were growth promoters in week 6; however, the control obtained higher GI than the treatments.";Agricultural residues | Anaerobic co-digestion | Germination index | Liquid digestate | Phytotoxicity;0;1;publisherfree2read;Bronze;;undefined;
645;2-s2.0-85015744042;10.1093/biosci/biw128;;;The role of botanical gardens in the conservation of Cactaceae;re;Review;Hultine K.R.;"60174564;60032442;60014923;60005736;114615061";"Instituto de Ecología, UNAM;Universidad Nacional Autónoma de México;Universidad Autónoma Metropolitana;Desert Botanical Garden;Species Survival Commission";"Mexico City;Ciudad de México;Mexico City;Phoenix;Cambridge";"Mexico;Mexico;Mexico;United States;United Kingdom";8;"Hultine, Kevin R.;Majure, Lucas C.;Nixon, Veronica S.;Arias, Salvador;Búrquez, Alberto;Goettsch, Bárbara;Puente-Martinez, Raul;Zavala-Hurtado, J. Alejandro";"6603499540;23467358900;57193678152;7004387687;6602543216;23088498300;32667970100;56000826000";"60005736;60005736;60005736;60032442;60174564;114615061;60005736;60014923";2016-12-01;1 December 2016;BioScience;00063568;13768;15253244;Journal;66;12;;1057-1065;The family Cactaceae contains some of the most iconic species of succulent plants, many of which are valued for their cultural, economic, and ecological value. However, over 75% of all species of cacti are in decline, largely because of the effects global environmental changes (GEC), including climate change. Mitigating the impacts of GEC on cacti will require a coordinated effort that combines conservation, research, and education. Botanical gardens are uniquely positioned to lead such an effort because their living collections and programs focus on conservation and research. A coordinated network of botanical gardens - with living collections serving as experimental gardens-could become a crucial hub for studying the impacts of climate change on cacti. A network of botanical gardens could open previously untapped funding avenues to support the research, education, and conservation of cacti and provide resources for underfunded botanical gardens in Latin America.;Botany | Climate change | Conservation | Deserts | Endangered species;11;1;publisherfree2read;Bronze;;undefined;
646;2-s2.0-84979537019;10.1016/j.npep.2016.07.002;S014341791630035X;27449278;The potential role of serotonergic mechanisms in the spinal oxytocin-induced antinociception;ar;Article;Godínez-Chaparro B.;"60172283;60014923";"UNAM campus Juriquilla;Universidad Autónoma Metropolitana";"Juriquilla;Mexico City";"Mexico;Mexico";7;"Godínez-Chaparro, Beatriz;Martínez-Lorenzana, Guadalupe;Rodríguez-Jiménez, Javier;Manzano-García, Alfredo;Rojas-Piloni, Gerardo;Condés-Lara, Miguel;González-Hernández, Abimael";"56013697000;55995932300;12805519900;57188817901;12806062700;7004405729;25926453800";"60172283-60014923;60172283;60172283;60172283;60172283;60172283;60172283";2016-12-01;1 December 2016;Neuropeptides;01434179;14180;15322785;Journal;60;;;51-60;"The role of oxytocin (OXT) in pain modulation has been suggested. Indeed, hypothalamic paraventricular nuclei (PVN) electrical stimuli reduce the nociceptive neuronal activity (i.e., neuronal discharge associated with activation of Aδ- and C-fibers) of the spinal dorsal horn wide dynamic range (WDR) cells and nociceptive behavior. Furthermore, raphe magnus nuclei lesion reduces the PVN-induced antinociception, suggesting a functional interaction between the OXT and the serotoninergic system. The present study investigated in Wistar rats the potential role of spinal serotonergic mechanisms in the OXT- and PVN-induced antinociception. In long-term secondary mechanical allodynia and hyperalgesia induced by formalin or extracellular unitary recordings of the WDR cells we evaluated the role of 5-hydroxytryptamine (5-HT) effect on the OXT-induced antinociception. All drugs were given intrathecally (i.t.). OXT (1 × 10− 5–1 × 10− 4 nmol) or 5-HT (1 × 10− 3–1 × 10− 1 nmol) prevented the formalin-induced sensitization, an effect mimicked by PVN stimulation. Moreover, administration of OXT (1 × 10− 5 nmol) plus 5-HT (1 × 10− 3 nmol) at ineffective doses, produced antinociception. This effect was antagonized by: (i) d(CH2)5[Tyr(Me)2,Thr4,Tyr-NH29]OVT (oxytocin receptor antagonist; 2 × 10− 2 nmol); or (ii) methiothepin (a non-specific 5-HT1/2/5/6/7 receptor antagonist; 80 nmol). Similar results were obtained with PVN stimulation plus 5-HT (5 × 10− 5 nmol). In WDR cell recordings, the PVN-induced antinociception was enhanced by i.t. 5-HT and partly blocked when the spinal cord was pre-treated with methiothepin (80 nmol). Taken together, these results suggest that serotonergic mechanisms at the spinal cord level are partly involved in the OXT-induced antinociception.";Allodynia | Analgesia | Methiothepin | Pain | Serotonin;5;0;;;CONACYT;164536;Consejo Nacional de Ciencia y Tecnología
647;2-s2.0-84997228965;10.4103/0028-3886.193801;;27841198;Levetiracetam as an antiepileptic, neuroprotective, and hyperalgesic drug;re;Review;Cortes-Altamirano J.L.;"60028381;60014923;60013839;60004914";"Universidad Autónoma Metropolitana -Unidad Iztapalapa;Universidad Autónoma Metropolitana;Secretaria de Salud;Instituto Nacional de Pediatría";"Iztapalapa;Mexico City;Mexico City;Mexico City";"Mexico;Mexico;Mexico;Mexico";6;"Cortes-Altamirano, J. L.;Olmos-Hernández, A.;Bonilla-Jaime, H.;Bandala, C.;González-Maciel, A.;Alfaro-Rodríguez, A.";"57192095795;57208824733;8790024800;55240170700;6602547295;6603295548";"60014923;60013839;60028381;60013839;60004914;60013839";2016-11-01;November-December 2016;Neurology India;00283886;17969;19984022;Journal;64;6;;1266-1275;The main purpose of this review was to expound upon the mechanism of action of Levetiracetam (LEV) as an antiepileptic, neuroprotective, and hyperalgesic drug. LEV is a second-generation anti-epileptic drug (AED) that is approved for clinical use as monotherapy and may also be used for adjunctive treatment of patients with seizures. Several researchers have recommended LEV as a treatment option in different diseases causing neuronal damage, and recently, LEV has been used as an antihyperalgesic drug. LEV exhibits favorable characteristics, including a low potential for interaction, a short elimination half-life, and has neither active metabolites nor major negative effects on cognition. This has generated many new research avenues for the utilization of this drug. However, the precise mechanism of action of LEV has not been fully elucidated. In this review, a search was conducted on PubMed, ProQuest, EBSCO, and the Science Citation index for studies evaluating the effects of LEV as an antiepileptic, neuroprotective, and hyperalgesic drug. A total of 32 studies related to the use of LEV suggested different mechanisms of action, such as binding to the synaptic vesicle glycoprotein 2A (SV2A) protein, inhibition of Ca2+ N-type channels, and its presence as a neuromodulator. These studies concluded that the pharmacodynamics of LEV should be viewed as a single pathway, and should not be based on specific molecular targets that depend on the physiological or pathological conditions prevalent at that time.;Antiepileptic drug | epilepsy | hyperalgesic | levetiracetam | mechanism of action | neuronal damage;16;0;;;;undefined;
648;2-s2.0-84991706646;10.2147/IJN.S108768;;27785020;Increasing roughness of the human breast cancer cell membrane through incorporation of gold nanoparticles;ar;Article;Lara-Cruz C.;"60019176;60014923";"Instituto Politécnico Nacional;Universidad Autónoma Metropolitana";"Mexico City;Mexico City";"Mexico;Mexico";5;"Lara-Cruz, C.;Jiménez-Salazar, J. E.;Ramón-Gallegos, E.;Damian-Matsumura, P.;Batina, N.";"57191573177;56154429000;23980792500;6602141018;7004363700";"60014923;60014923;60019176;60014923;60014923";2016-10-07;7 October 2016;International Journal of Nanomedicine;11769114;7700153108;11782013;Journal;11;;;5149-5161;Gold nanoparticles (AuNPs) have been proposed for use in the treatment of different types of cancer, including breast cancer. At present, neither the mechanisms of AuNP interaction with the plasma membrane surface and their delivery and intracellular distribution in cancer cells nor their effect on the plasma membrane so as to allow cell incorporation of larger amounts of AuNPs is known. The objective of this work was to study the interaction of bare 20 nm diameter AuNPs with the plasma membrane of human MCF-7 breast cancer cells, as well as their uptake, intracellular distribution, and induction of changes on the cell surface roughness. The dynamics of intracellular incorporation and the distribution of AuNPs were observed by confocal laser scanning microscopy. Changes in roughness were monitored in synchronized MCF-7 cells by atomic force microscopy high-resolution imaging at 6 hour intervals for 24 hours during a single cell cycle. The results show that bare AuNPs are capable of emitting fluorescence at 626 nm, without the need for a fluorescent biomarker, which allows monitoring their uptake and intracellular distribution until they reach the nucleus. These results are correlated with changes in cell roughness, which significantly increases at 12 hours of incubation with AuNPs, when compared with control cells. The obtained data provide bases to understand molecular processes of the use of AuNPs in the treatment of different diseases, mainly breast cancer.;Atomic force microscopy | Confocal laser scanning microscopy | Gold nanoparticles uptake | MCF-7 cells | Membrane roughness;14;1;repositoryvor;Green;;undefined;
649;2-s2.0-85051043539;10.1201/9781315374543;;;Changes in dough and bread structure as a result of the freezing process;ch;Book Chapter;Díaz-Ramírez M.;"60019176;60014923";"Instituto Politécnico Nacional;Universidad Autónoma Metropolitana";"Mexico City;Mexico City";"Mexico;Mexico";6;"Díaz-Ramírez, Mayra;Calderón-Domínguez, Georgina;Hernández-álvarez, Alan J.;Chanona-Pérez, Jorge;Farrera-Rebollo, Reynold R.;Salgado-Cruz, Ma De la Paz";"55211066800;24174461000;54585276500;23391819800;7801606499;55211369000";"60014923;60019176;60019176;60019176;60019176;60019176";2016-10-03;3 October 2016;Advances in Heat Transfer Unit Operations: Baking and Freezing in Bread Making;;21100871650;;Book;;;;371-384;;;0;0;;;;undefined;
650;2-s2.0-84987664859;10.1016/j.reprotox.2016.09.003;S0890623816303331;27629360;Evaluation of the protective effect of thiamine pyrophosphate based on the biochemical analysis of rabbit foetuses at 30 days of gestation;ar;Article;Jiménez-Bravo M.A.;"60084250;60032442;60031335;60019607;60014923;60004914";"Instituto Nacional de Rehabilitación;Universidad Nacional Autónoma de México;Universidad Autonoma de San Luis Potosi;Universidad Autónoma de Tamaulipas;Universidad Autónoma Metropolitana;Instituto Nacional de Pediatría";"Ciudad de México;Ciudad de México;San Luis Potosí;Ciudad Victoria;Mexico City;Mexico City";"Mexico;Mexico;Mexico;Mexico;Mexico;Mexico";10;"Jiménez-Bravo, M. A.;Mota-Rojas, D.;Orozco-Gregorio, H.;Pérez-Guille, B.;Soriano-Rosales, R.;Roldan-Santiago, P.;Alonso-Spilsbury, M.;Arch-Tirado, E.;Mora-Medina, P.;Martínez-Burnes, J.";"6506625999;6506739367;16402379000;11141818700;10938994300;42262742600;6603136227;55993684900;54383862300;6603432183";"60014923-60004914;60014923;60031335;60004914;60004914;60014923;60014923;60084250;60032442;60019607";2016-10-01;1 October 2016;Reproductive Toxicology;08906238;24028;18731708;Journal;65;;;359-364;This study evaluated the effects of thiamine pyrophosphate (PPT) on the biochemical profiles of full-term rabbit foetuses that were subjected to experimental ischemia followed by 24 h reperfusion. A total of 16 gestating rabbit dams were divided into two groups, one of which was treated by administering PPT and subjected to a process ischemia. During this interval, fetal blood samples were drawn from each dam (in the ischemia group) at 0, 15 and 45 min. Ischemia for 15 and 45 min was not associated with changes in lactate levels of the Ischemia group foetuses. However, in the foetuses in the reperfusion groups without PPT lactate levels were significantly higher after 15 and 45 min of arterial occlusion compared to time zero. These results demonstrate that PTT alters some acute and some longer-term biochemical outcomes of uterine ischemia perhaps important in preserving energy metabolism under hypoxic conditions.;Cocarboxylase | Foetal welfare | Foetuses | Hypoxic-encephalopathy | Protective effect | Thiamine pyrophosphate;3;0;;;;undefined;
651;2-s2.0-84981736038;10.1016/j.exppara.2016.07.008;S0014489416301448;27466057;Modulation of innate immune response by the vagus nerve in experimental hepatic amebiasis in rats;ar;Article;Martínez-Jaimes M.D.;"60029824;60028381;60014923;60002520";"Universidad Nacional Autónoma de México, Facultad de Estudios Superiores Zaragoza;Universidad Autónoma Metropolitana -Unidad Iztapalapa;Universidad Autónoma Metropolitana;Universidad Autónoma de Aguascalientes";"Mexico City;Iztapalapa;Mexico City;Aguascalientes";"Mexico;Mexico;Mexico;Mexico";7;"Martínez-Jaimes, Mercedes D.;García-Lorenzana, Mario;Muñoz-Ortega, Martin H.;Quintanar-Stephano, Andrés;Ávila-Blanco, Manuel E.;García-Agueda, Carlos E.;Ventura-Juárez, Javier";"57190621361;15744964200;27667865000;6602267690;56096247900;57190617486;56002701200";"60014923;60028381;60002520;60002520;60002520;60029824;60002520";2016-10-01;1 October 2016;Experimental Parasitology;00144894;21875;10902449;Journal;169;;;90-101;The parasympathetic nervous system has a crucial role in immunomodulation of the vagus nerve, its structure provides a pathogen detection system, and a negative feedback to the immune system after the pathogenic agent has been eliminated. Amebiasis is a disease caused by the protozoan parasite Entamoeba histolytica, considered the third leading cause of death in the world. The rats are used as a natural resistance model to amoebic liver infection. The aim of this study is to analyze the interaction of Entamoeba histolytica with neutrophils, macrophages, and NK cells in livers of intact and vagotomized rats. Six groups were studied (n = 4): Intact (I), Intact + amoeba (IA), Sham (S), Sham + amoeba (SA), Vagotomized (V) and Vagotomized + amoeba (VA). Animals were sacrificed at 8 h post-inoculation of E. histolytica. Then, livers were obtained and fixed in 4% paraformaldehyde. Tissue liver slides were stained with H-E, PAS and Masson. The best development time for E. histolytica infection was at 8 h. Amoeba was identified with a monoclonal anti-220 kDa E. histolytica lectin. Neutrophils (N) were identified with rabbit anti-human neutrophil myeloperoxidase, macrophages (Mɸ) with anti-CD68 antibody and NK cells (NK) with anti-NK. Stomachs weight and liver glycogen were higher in V. Collagen increased in VA, whereas vascular and neutrophilic areas were decreased. There were fewer N, Mɸ, NK around the amoeba in the following order IA > SA > VA (p < 0.05 between IA and VA). In conclusion, these results suggest that the absence of parasympathetic innervation affects the participation of neutrophils, macrophages and NK cells in the innate immune response, apparently by parasympathetic inhibition on the cellular functions and probably for participation in sympathetic activity.;Entamoeba histolytica | Inflammation | Macrophages | Neutrophil | Vagotomy;5;0;;;CONACYT;PIBB11-3;Consejo Nacional de Ciencia y Tecnología
652;2-s2.0-84981502046;10.1016/j.soildyn.2016.08.004;S0267726116301191;;Inelastic seismic energy spectra for soft soils: Application to Mexico City;ar;Article;Quinde P.;"60032442;60014923";"Universidad Nacional Autónoma de México;Universidad Autónoma Metropolitana";"Ciudad de México;Mexico City";"Mexico;Mexico";3;"Quinde, Pablo;Reinoso, Eduardo;Terán-Gilmore, Amador";"57190608571;55989799100;6603197571";"60032442;60032442;60014923";2016-10-01;1 October 2016;Soil Dynamics and Earthquake Engineering;02677261;28960;;Journal;89;;;198-207;Earthquake databases are not sufficiently complete, particularly for soft soils. Also, there are few and oversimplified formulations that allow an understanding on the relation that exists between the elastic and inelastic energy demands for this type of soils. A study on energy reduction factors aimed at establishing inelastic input and hysteretic energy spectra for narrow-banded motions is presented. Unlike previous works, in this study elastic input energy spectra are used as input for energy functional forms that allow the formulation of inelastic energy spectra. For this purpose, over 250 seismic records recorded in soft soils are used. The energy reduction factors yield inelastic energy spectra that capture in a reasonable manner the energy content of narrow-banded ground motions, and yield a better characterization of inelastic energy demands.;Energy reduction factors | Hysteretic energy | Inelastic input energy | Seismic energy spectra;12;0;;;;undefined;Consejo Nacional de Ciencia y Tecnología
653;2-s2.0-84971420090;10.1016/j.foodqual.2016.05.010;S0950329316301070;;Craft beer representation amongst men in two different cultures;ar;Article;Gómez-Corona C.;"60210140;60112044;60014923";"Institut Charles Viollette;Centre des Sciences du Goût et de l'Alimentation;Universidad Autónoma Metropolitana";"Villeneuve-d'Ascq;Dijon;Mexico City";"France;France;Mexico";5;"Gómez-Corona, Carlos;Lelievre-Desmas, Maud;Escalona Buendía, Héctor B.;Chollet, Sylvie;Valentin, Dominique";"56902568500;56826205600;57194437346;15131151000;7004145055";"60014923;60210140;60014923;60210140;60112044";2016-10-01;1 October 2016;Food Quality and Preference;09503293;23161;;Journal;53;;;19-28;"Consumption of craft beer has been changing worldwide; it passed from a rarely known to a common product amongst consumers. In the past years craft beer sales have been growing faster than the dominant lager-style in countries with different beer tradition like Mexico and France. A change in consumption habits is a sign that the representation of the product is changing. It is, therefore, valuable to understand the elements and structure of this new representation. The present study was conducted to understand the impact of culture and consumption habits on beer representation. Three-hundred male consumers (craft and industrial beer users) were interviewed in Mexico and France. Participants were asked to perform: (1) free word association task using ""craft beer"" as inductor word, (2) ranking task of the evoked words based on their importance, and (3) valence rating task of each evoked word. Each word was characterized by a mean importance value and a frequency of elicitation to identify their role as central or peripheral elements in the representation. Results showed that consumers from same culture share similar social representations of craft beer, even when they have different consumption habits (craft-industrial). Mexican consumers share alcohol, and flavour as central elements in their representations but share only one peripheral element ""tradition"". French consumers share two central elements taste and party. When comparing consumers across cultures, French and Mexican craft participants share no central elements in their representations towards beer; whereas industrial beer consumers share one element ""alcohol"". Craft consumers seem to have a more structured social representation, sustained or nourished on consumption habits, whilst the representation of industrial beer consumers seems less resistant, or capable of changing over time.";Craft beer | Cross-cultural | Drinking experience | France | Mexico | Social representation;54;0;;;;undefined;
654;2-s2.0-84963828810;10.1002/elsc.201500129;;;Toward efficient microaerobic processes using engineered Escherichia coli W3110 strains;ar;Article;Pablos T.E.;"60024080;60014923;60011300";"Universidad Autónoma Metropolitana Unidad Cuajimalpa;Universidad Autónoma Metropolitana;Instituto de Biotecnología de la UNAM";"Mexico City;Mexico City;Cuernavaca";"Mexico;Mexico;Mexico";5;"Pablos, Tania E.;Olivares, Roberto;Sigala, Juan Carlos;Ramírez, Octavio T.;Lara, Alvaro R.";"42262728000;6506322660;12753347100;7102090460;12801772900";"60014923;60024080;60024080;60011300;60024080";2016-10-01;1 October 2016;Engineering in Life Sciences;16180240;15608;16182863;Journal;16;7;;588-597;Operational and economic constraints in large-scale bioreactors often result in local or global microaerobic conditions, which lead to less efficient bioprocesses. Escherichia coli adapts to microaerobicity by activating fermentation pathways that accumulate acidic by-products, in detriment of growth rate (μ) and biomass yield on glucose (YX/S). In this study, the metabolism of E. coli was modified to better cope with microaerobicity. For that purpose, genes coding for global regulators like carbon source responsive B protein and aerobic respiratory control A protein, or for fermentative pathways were inactivated. The performance of a wild-type (W3110) and engineered E. coli strains was evaluated in batch cultures at constant low dissolved oxygen tension (3% air sat.). By combining the partial elimination of fermentation pathways and the expression of the Vitreoscilla hemoglobin (VHb), a 32% decrease on carbon waste as by-products, 24 % increase on YX/S and 13% increase of μ were obtained. Flux balance analysis of the best strain estimated major differences in the fluxes through the pentose phosphate pathway and tricarboxylic acid cycle as consequence of VHb presence. Overall, our results show that E. coli can be genetically modified to overcome some of the disadvantages of microaerobic growth, which is potentially useful for better bioreactor scale-up and operation.;Aerobic respiratory control A protein | Carbon source responsive B protein | Fermentation pathways | Microaerobic processes | Vitreoscilla hemoglobin;9;0;;;CONACYT;183911;Consejo Nacional de Ciencia y Tecnología
655;2-s2.0-84993949430;10.3389/fmicb.2016.01513;;;Integral use of amaranth starch to obtain cyclodextrin glycosyltransferase, by Bacillus megaterium, to produce β-cyclodextrin;ar;Article;Arce-Vázquez M.B.;"60029589;60014923;60011923;60008943";"Universidad Autónoma de Tlaxcala;Universidad Autónoma Metropolitana;Universidad Iberoamericana;Universidad de Guadalajara";"Tlaxcala;Mexico City;Mexico City;Guadalajara";"Mexico;Mexico;Mexico;Mexico";6;"Arce-Vázquez, María Belem;Ponce-Alquicira, Edith;Delgado-Fornué, Ezequiel;Pedroza-Islas, Ruth;Díaz-Godínez, Gerardo;Soriano-Santos, J.";"57191829878;57203801983;8423064700;6602205937;55909571500;55989678800";"60014923;60014923;60008943;60011923;60029589;60014923";2016-09-23;23 September 2016;Frontiers in Microbiology;;21100226442;1664302X;Journal;7;SEP;1513;;"Cyclodextrin glycosyltransferase (CGTase) is an enzyme that produces cyclodextrins (CDs) from starch and related carbohydrates, producing a mixture of α-, β-, and γ-CDs in different amounts. CGTase production, mainly by Bacillus sp., depends on fermentation conditions such as pH, temperature, concentration of nutrients, carbon and nitrogen sources, among others. Bacillus megaterium CGTase produces those three types of CDs, however, β-CD should prevail. Although, waxy corn starch (CS) is used industrially to obtain CGTase and CDs because of its high amylopectin content, alternative sources such as amaranth starch (AS) could be used to accomplish those purposes. AS has high susceptibility to the amylolytic activity of CGTase because of its 80% amylopectin content. Therefore, the aim of this work was evaluate the AS as carbon source for CGTase production by B. megaterium in a submerged fermentation. Afterwards, the CGTase was purified partially and its activity to synthesize α-, β-, and γ-CDs was evaluated using 1% AS as substrate. B. megaterium produced a 66 kDa CGTase (Topt = 50°C; pHopt = 8.0), from the early exponential growth phase which lasted 36 h. The maximum CGTase specific activity (106.62 ± 8.33 U/mg protein) was obtained after 36 h of culture. CGTase obtained with a Km = 0.152 mM and a Vmax = 13.4 μM/min yielded 40.47% total CDs using AS which was roughly twice as much as that of corn starch (CS; 24.48%). High costs to produce CDs in the pharmaceutical and food industries might be reduced by using AS because of its higher α-, β- and γ-CDs production (12.81, 17.94, and 9.92%, respectively) in a shorter time than that needed for CS.";Amaranth starch | Bacillus megaterium | CGTase | Cyclodextrin | Submerged fermentation;8;1;repositoryvor;Green;;undefined;
656;2-s2.0-84982796357;10.1016/j.taap.2016.08.002;S0041008X16302174;27495897;Disruption of motor behavior and injury to the CNS induced by 3-thienylboronic acid in mice;ar;Article;Farfán-García E.;"60019176;60014923";"Instituto Politécnico Nacional;Universidad Autónoma Metropolitana";"Mexico City;Mexico City";"Mexico;Mexico";8;"Farfán-García, E. D.;Pérez-Rodríguez, M.;Espinosa-García, C.;Castillo-Mendieta, N. T.;Maldonado-Castro, M.;Querejeta, E.;Trujillo-Ferrara, J. G.;Soriano-Ursúa, M. A.";"55762063500;57190742070;36991859400;57190671685;57190745590;24477920300;6602565613;25960359300";"60019176;60019176;60014923;60019176;60019176;60019176;60019176;60019176";2016-09-15;15 September 2016;Toxicology and Applied Pharmacology;0041008X;25222;10960333;Journal;307;;;130-137;The scarcity of studies on boron containing compounds (BCC) in the medicinal field is gradually being remedied. Efforts have been made to explore the effects of BCCs due to the properties that boron confers to molecules. Research has shown that the safety of some BCCs is similar to that found for boron-free compounds (judging from the acute toxicological evaluation). However, it has been observed that the administration of 3-thienylboronic acid (3TB) induced motor disruption in CD1 mice. In the current contribution we studied in deeper form the disruption of motor performance produced by the intraperitoneal administration of 3TB in mice from two strains (CD1 and C57BL6). Disruption of motor activity was dependent not only on the dose of 3TB administered, but also on the DMSO concentration in the vehicle. The ability of 3TB to enter the Central Nervous System (CNS) was evidenced by Raman spectroscopy as well as morphological effects on the CNS, such as loss of neurons yielding biased injury to the substantia nigra and striatum at doses ≥ 200 mg/kg, and involving granular cell damage at doses of 400 mg/kg but less injury in the motor cortex. Our work acquaints about the use of this compound in drug design, but the interesting profile as neurotoxic agent invite us to study it regarding the damage on the motor system.;Basal ganglia | Boron | Boron-containing compounds | Cerebellum | Movement disorders | Raman spectroscopy;9;0;;;CONACYT;CB168116;Consejo Nacional de Ciencia y Tecnología
